"","instance_id","artist_name","track_name","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","obtained_date","valence","music_genre"
"11908",32683,"Marion Meadows","Whisper",45,0.805,0.653,256295,0.685,0.258,"C",0.327,-7.344,"Minor",0.0286,"90.978","4-Apr",0.378,"Jazz"
"11909",29329,"The Charleston Chasers","Delirium",29,0.97,0.605,194333,0.271,0.317,"C#",0.0566,-13.687,"Major",0.068,"179.233","4-Apr",0.91,"Jazz"
"11910",47496,"Celia Cruz","Azucar, Azucar",37,0.22,0.776,180208,0.296,0,"C",0.087,-18.156,"Major",0.0386,"124.721","4-Apr",0.961,"Jazz"
"11911",64956,"John Coltrane","Lazy Bird",38,0.763,0.528,427267,0.542,0.0067599999999999,"D#",0.0546,-9.372,"Major",0.0477,"125.46700000000001","4-Apr",0.652,"Jazz"
"11912",22464,"Snarky Puppy","Liquid Love - Live",33,0.286,0.456,396237,0.669,0,"A",0.0698,-9.87,"Minor",0.256,"169.13","4-Apr",0.514,"Jazz"
"11913",52523,"Kankick","Say",59,0.0006799999999999,0.664,107013,0.408,0.379,"B",0.148,-7.023,"Minor",0.268,"?","4-Apr",0.568,"Jazz"
"11914",86448,"Patti Austin","Baby, Come To Me",65,0.551,0.631,215387,0.503,0,"G",0.137,-12.083,"Minor",0.0766,"?","4-Apr",0.699,"Jazz"
"11915",35253,"Miles Davis","Deception - Remastered",31,0.871,0.475,169267,0.346,7.73e-05,"D",0.0631,-13.149,"Minor",0.0329,"100.117","4-Apr",0.555,"Jazz"
"11916",24725,"Bonobo","Dismantling Frank",32,0.55,0.533,309733,0.403,0.911,"B",0.0766,-11.936,"Minor",0.0331,"?","3-Apr",0.11,"Jazz"
"11917",25780,"Kiefer","Ghosted",33,0.69,0.647,233684,0.726,0.738,"C#",0.113,-6.229,"Major",0.149,"152.025","4-Apr",0.399,"Jazz"
"11918",82989,"Buena Vista Social Club","Black Chicken 37",40,0.768,0.487,213499,0.548,0.832,"A#",0.125,-15.91,"Major",0.0701,"93.164","4-Apr",0.969,"Jazz"
"11919",32297,"Tommy Guerrero","Yerba Buena Bump",38,0.485,0.673,313027,0.433,0.54,"B",0.106,-8.053,"Minor",0.0436,"116.11","5-Apr",0.222,"Jazz"
"11920",87321,"Dean Martin","Who's Got the Action?",39,0.731,0.58,-1,0.426,0,"G#",0.379,-11.426,"Major",0.0488,"91.59299999999999","4-Apr",0.804,"Jazz"
"11921",68527,"Necrophagist","Stabwound",45,4.8e-05,0.28,168000,0.961,0.249,"D",0.25,-7.31,"Major",0.154,"115.34200000000001","3-Apr",0.0807,"Jazz"
"11922",46899,"The Quintet of the Hot Club of San Francisco","Armando's Rumba",36,0.666,0.667,195827,0.322,0.776,"G#",0.106,-12.547,"Major",0.0498,"119.68799999999999","4-Apr",0.775,"Jazz"
"11923",57085,"Boney James","Sweet Thing",46,0.178,0.644,234733,0.609,0.00212,"C#",0.137,-8.362,"Major",0.0352,"76.95","4-Apr",0.627,"Jazz"
"11924",21525,"Ella Fitzgerald","Misty",44,0.991,0.398,171667,0.046,2.76e-05,"G#",0.117,-19.276,"Minor",0.0427,"?","4-Apr",0.238,"Jazz"
"11925",43513,"Peggy Lee","Johnny Guitar",47,0.863,0.296,181200,0.23,0.000155,"E",0.109,-17.38,"Minor",0.045,"79.10300000000001","4-Apr",0.217,"Jazz"
"11926",63450,"A Tribe Called Quest","Sucka Nigga",53,0.299,0.774,245080,0.623,0,"C#",0.385,-10.372,"Major",0.324,"?","4-Apr",0.928,"Jazz"
"11927",70200,"Dr. Lonnie Smith","Sweet Honey Wine",36,0.551,0.562,366200,0.691,0.879,"F",0.121,-12.899,"Minor",0.0571,"?","4-Apr",0.748,"Jazz"
"11928",22481,"Norah Jones","It's A Wonderful Time For Love",54,0.88,0.673,233893,0.223,0.413,"F",0.102,-18.429,"Minor",0.0322,"128.77700000000002","4-Apr",0.37,"Jazz"
"11929",87818,"Emancipator","Time for Space",48,0.39,0.61,433613,0.313,0.84,"F",0.0899,-13.138,"Minor",0.0323,"80.009","4-Apr",0.087,"Jazz"
"11930",31527,"El Gran Combo De Puerto Rico","Si la Ves por Ahí",33,0.475,0.787,276907,0.691,0,"A#",0.0959,-6.472,"Minor",0.0546,"99.314","4-Apr",0.963,"Jazz"
"11931",71416,"Wayman Tisdale","Can't Hide Love",31,0.236,0.539,224267,0.644,0.775,"F",0.114,-7.407,"Minor",0.0399,"78.311","4-Apr",0.781,"Jazz"
"11932",47810,"Eric Darius","Love T.K.O",30,0.367,0.727,292320,0.538,0.606,"G",0.252,-8.773,"Minor",0.0304,"139.915","4-Apr",0.783,"Jazz"
"11933",90278,"Sweeps","let it happen",36,0.363,0.585,135034,0.702,0.415,"A#",0.132,-6.627,"Minor",0.023,"87.02600000000001","4-Apr",0.684,"Jazz"
"11934",51928,"B-Side","Just Don't Care",49,0.386,0.556,129255,0.444,0.473,"B",0.142,-6.768,"Minor",0.486,"160.442","4-Apr",0.547,"Jazz"
"11935",29824,"Kenny Dorham","Lotus Blossom",35,0.659,0.489,278133,0.423,0.222,"D",0.173,-16.195,"Minor",0.0488,"122.069","4-Apr",0.682,"Jazz"
"11936",72543,"L.T.D.","Back In Love Again",41,0.0173,0.83,284733,0.559,4.85e-05,"A#",0.189,-14.609,"Minor",0.132,"?","4-Apr",0.877,"Jazz"
"11937",76967,"Jamiroquai","Music of the Mind - Remastered",44,0.114,0.343,383360,0.841,0.747,"A",0.384,-7.237,"Minor",0.047,"134.881","4-Apr",0.508,"Jazz"
"11938",24650,"Chris Standring","Kaleidoscope",50,0.688,0.693,282507,0.446,0.866,"D",0.104,-11.045,"Major",0.0476,"94.012","4-Apr",0.53,"Jazz"
"11939",28484,"Jamiroquai","When You Gonna Learn? - Remastered",51,0.12,0.651,230053,0.925,0,"F",0.057,-3.389,"Minor",0.053,"106.286","4-Apr",0.658,"Jazz"
"11940",28911,"Keith Jarrett","My Song",52,0.914,0.443,369667,0.0944,0.517,"C",0.123,-16.703,"Major",0.0406,"119.51700000000001","4-Apr",0.118,"Jazz"
"11941",42823,"Flughand","Häwelmann",45,0.854,0.831,102398,0.217,0.486,"F",0.111,-11.776,"Minor",0.0634,"82.01","4-Apr",0.599,"Jazz"
"11942",41659,"Madeleine Peyroux","La Javanaise",45,0.935,0.548,250760,0.115,0.0807,"A#",0.16,-18.408,"Major",0.034,"107.79899999999999","3-Apr",0.15,"Jazz"
"11943",81015,"Doris Day","Lullaby of Broadway (with Harry James & His Orchestra)",47,0.81,0.651,171667,0.25,2.33e-06,"F",0.437,-12.352,"Major",0.0578,"82.854","4-Apr",0.644,"Jazz"
"11944",83584,"Blockhead","The Strain",50,0.317,0.698,232267,0.618,0.147,"B",0.0984,-10.089,"Major",0.0856,"110.01899999999999","4-Apr",0.448,"Jazz"
"11945",89637,"B.T. Express","Dancin' Dream",41,0.142,0.854,288333,0.737,0.0556,"C#",0.129,-6.485,"Minor",0.151,"114.014","4-Apr",0.939,"Jazz"
"11946",62122,"Renee Olstead","Breaking up Is Hard to Do",44,0.88,0.446,251240,0.252,7.08e-06,"F",0.133,-10.83,"Major",0.0367,"130.554","4-Apr",0.132,"Jazz"
"11947",57707,"Ivan Ave","Fast Forward - Single Version",40,0.552,0.671,179000,0.654,0.000604,"C#",0.101,-7.844,"Major",0.285,"76.915","4-Apr",0.648,"Jazz"
"11948",88606,"Billie Holiday","This Year's Kisses (with Teddy Wilson & His Orchestra)",42,0.918,0.711,187560,0.148,1.18e-05,"G",0.115,-14.489,"Major",0.0474,"?","4-Apr",0.736,"Jazz"
"11949",63474,"Wynton Marsalis","After You've Gone",37,0.9,0.438,342800,0.133,0.838,"A#",0.108,-13.983,"Major",0.0382,"119.633","4-Apr",0.167,"Jazz"
"11950",73131,"Melodiesinfonie","AO Longo Do Rio",58,0.0863,0.711,274286,0.459,0.484,"A",0.11,-9.35,"Minor",0.0559,"?","4-Apr",0.589,"Jazz"
"11951",75809,"Charlie Haden","En La Orilla Del Mundo",30,0.966,0.409,545373,0.0683,0.922,"B",0.681,-23.817,"Major",0.0478,"117.094","4-Apr",0.103,"Jazz"
"11952",42895,"Lord Echo","That's Right",38,0.0013,0.786,-1,0.688,0.747,"F#",0.0843,-10.14,"Major",0.0619,"109.07700000000001","4-Apr",0.842,"Jazz"
"11953",26885,"The Procussions","Virginia Wolf",38,0.352,0.745,268387,0.607,0.808,"F#",0.0602,-11.701,"Major",0.0963,"92.98899999999999","4-Apr",0.497,"Jazz"
"11954",59596,"Marcus Gilmore","Two Sleepy People",53,0.965,0.445,396520,0.0978,0.915,"D#",0.121,-26.924,"Major",0.0397,"117.28299999999999","4-Apr",0.173,"Jazz"
"11955",74365,"Billie Holiday","Solitude",43,0.977,0.453,190267,0.161,0.000138,"G#",0.1,-9.429,"Major",0.0318,"70.594","4-Apr",0.159,"Jazz"
"11956",38515,"Breakestra","Hiding",50,0.242,0.681,-1,0.857,0.000659,"D",0.0725,-4.187,"Major",0.0325,"102.63600000000001","4-Apr",0.867,"Jazz"
"11957",56282,"Odd Chap","Midnight Sway",37,0.0197,0.761,262148,0.674,0.726,"E",0.157,-5.05,"Major",0.0429,"?","4-Apr",0.388,"Jazz"
"11958",32781,"Jimmy Smith","Back At The Chicken Shack",41,0.828,0.714,483093,0.367,0.399,"F",0.112,-12.855,"Major",0.0328,"107.318","4-Apr",0.633,"Jazz"
"11959",42523,"Lando Chill","Fck W/ Me",32,0.561,0.384,196891,0.408,0.0798,"G",0.21,-11.165,"Major",0.0611,"90.78299999999999","4-Apr",0.155,"Jazz"
"11960",72982,"Joe Lovano","Mystic",49,0.949,0.313,505360,0.00669,0.408,"C#",0.099,-26.002,"Major",0.0441,"131.30200000000002","4-Apr",0.0383,"Jazz"
"11961",70066,"Mulatu Astatke","Mulatu - Stereo Master",41,0.644,0.459,303560,0.429,0.288,"C#",0.184,-13.38,"Major",0.0574,"158.30200000000002","4-Apr",0.757,"Jazz"
"11962",77601,"Nouvelle Vague","Bizarre Love Triangle",46,0.54,0.679,168175,0.147,0,"C",0.344,-21.077,"Major",0.0526,"136.904","4-Apr",0.646,"Jazz"
"11963",24125,"Dean Martin","Let It Snow! Let It Snow! Let It Snow!",64,0.912,0.452,117147,0.24,2.45e-06,"C#",0.175,-14.014,"Major",0.0351,"134.005","4-Apr",0.701,"Jazz"
"11964",49202,"Tim Bowman","All I Need Is Love (feat. Stokley)",41,0.525,0.654,264307,0.463,2.07e-05,"A#",0.108,-10.564,"Minor",0.035,"94.015","4-Apr",0.598,"Jazz"
"11965",81972,"Louis Prima","That Old Black Magic - Remastered",35,0.251,0.637,177493,0.397,4.85e-06,"D",0.255,-12.149,"Minor",0.134,"124.206","4-Apr",0.713,"Jazz"
"11966",88342,"Nils Landgren","Maybe I'm Amazed",52,0.918,0.462,226558,0.222,2.25e-05,"C",0.103,-15.9,"Major",0.0326,"146.306","4-Apr",0.219,"Jazz"
"11967",34773,"Hydrogenii","How High - Remix Instrumental",53,0.00639,0.801,-1,0.599,0.69,"E",0.143,-7.579,"Minor",0.0321,"88.992","4-Apr",0.963,"Jazz"
"11968",77210,"Ella Fitzgerald","Autumn In New York",49,0.956,0.415,356627,0.0538,0,"G",0.154,-18.582,"Minor",0.0392,"138.075","4-Apr",0.13,"Jazz"
"11969",57572,"Chet Baker","Skylark",42,0.974,0.456,329600,0.11,0.91,"D#",0.12,-17.768,"Major",0.0318,"97.56","4-Apr",0.139,"Jazz"
"11970",53839,"empty_field","Petits Machins (Little Stuff)",31,0.353,0.442,484333,0.463,0.687,"C#",0.339,-12.92,"Major",0.0356,"120.87","4-Apr",0.303,"Jazz"
"11971",27299,"Bill Evans","Like Someone In Love",41,0.993,0.485,385250,0.0286,0.922,"G",0.0773,-25.972,"Minor",0.0556,"128.58100000000002","3-Apr",0.046,"Jazz"
"11972",36297,"Chieli Minucci","Anything and Everything",43,0.601,0.635,294733,0.581,0.94,"D",0.107,-10.707,"Major",0.0373,"?","4-Apr",0.613,"Jazz"
"11973",47658,"Dean Martin","You're Nobody Till Somebody Loves You",43,0.811,0.464,116533,0.478,0,"E",0.667,-11.331,"Major",0.037,"109.055","4-Apr",0.409,"Jazz"
"11974",91634,"Bud Powell","52nd Street Theme - Rudy Van Gelder Edition/1998 Digital Remaster",32,0.845,0.541,169880,0.59,0.0764,"G",0.199,-7.876,"Major",0.0996,"?","4-Apr",0.854,"Jazz"
"11975",59526,"empty_field","The Arrow",39,0.532,0.415,157019,0.289,0.0123,"D#",0.17,-11.986,"Minor",0.0317,"93.954","3-Apr",0.0783,"Jazz"
"11976",57867,"Brad Mehldau Trio","Where Do You Start",53,0.96,0.411,-1,0.0416,0.925,"C#",0.064,-23.23,"Major",0.0414,"97.96","4-Apr",0.0782,"Jazz"
"11977",67226,"Butcher Brown","Camden Square",48,0.58,0.534,429679,0.452,0.495,"F#",0.0954,-13.117,"Major",0.0774,"80.227","4-Apr",0.629,"Jazz"
"11978",23248,"Wynton Marsalis","Layla",43,0.594,0.284,548693,0.568,0.0002029999999999,"D",0.975,-6.269,"Minor",0.039,"185.045","3-Apr",0.411,"Jazz"
"11979",25578,"Joyce Cooling","Revolving Door",44,0.271,0.754,347013,0.595,0.883,"F",0.0674,-8.141,"Major",0.0357,"105.01299999999999","3-Apr",0.711,"Jazz"
"11980",40745,"Kermit Ruffins","Kermit's Second Line",28,0.234,0.759,189373,0.448,0.144,"F",0.0828,-13.666,"Minor",0.193,"?","4-Apr",0.871,"Jazz"
"11981",49892,"Kiefer","Tubesocks",41,0.048,0.513,127941,0.781,0.434,"G#",0.266,-5.675,"Major",0.0461,"136.02200000000002","4-Apr",0.646,"Jazz"
"11982",54556,"Norman Brown","Up 'N' At 'Em",34,0.751,0.604,240000,0.695,0.846,"C#",0.364,-8.61,"Major",0.0274,"104.971","4-Apr",0.787,"Jazz"
"11983",85112,"Bill Evans","Danny Boy",43,0.987,0.472,-1,0.0101,0.936,"G",0.0851,-27.372,"Major",0.0476,"99.228","3-Apr",0.135,"Jazz"
"11984",76464,"Bobby Darin","Mack the Knife",58,0.76,0.549,184333,0.529,0,"D#",0.206,-12.291,"Minor",0.108,"82.755","4-Apr",0.464,"Jazz"
"11985",57382,"Brian Tarquin","Freeway Jam",30,0.22,0.672,281893,0.604,0.894,"C",0.166,-10.16,"Major",0.0291,"99.978","4-Apr",0.892,"Jazz"
"11986",35940,"Susan Wong","Windmills of My Mind",45,0.895,0.633,206200,0.296,5.8e-06,"C",0.206,-12.52,"Minor",0.0474,"140.209","4-Apr",0.361,"Jazz"
"11987",49571,"Thievery Corporation","Letter to The Editor",45,0.138,0.888,233507,0.69,0.0177,"E",0.0918,-6.452,"Minor",0.215,"98.973","4-Apr",0.508,"Jazz"
"11988",81342,"Norah Jones","Back To Manhattan",54,0.601,0.527,247520,0.224,0.0202,"A#",0.0915,-13.27,"Major",0.0293,"91.90799999999999","3-Apr",0.178,"Jazz"
"11989",38099,"Bill Evans","Without a Song - Remastered Version",34,0.953,0.429,485827,0.366,0.916,"A#",0.115,-16.006,"Major",0.0365,"92.073","4-Apr",0.258,"Jazz"
"11990",24921,"Johnny Hartman","A Slow Hot Wind",36,0.809,0.621,203360,0.155,0.0748,"A#",0.0909,-19.774,"Minor",0.0298,"93.024","4-Apr",0.429,"Jazz"
"11991",43286,"Malina Moye","Woman 2 Woman",31,0.355,0.692,-1,0.466,0.00662,"C",0.177,-6.608,"Major",0.0308,"145.908","3-Apr",0.608,"Jazz"
"11992",82255,"Lyre Le Temps","Prohibition Swing",39,0.00451,0.677,-1,0.79,0,"D#",0.495,-6.085,"Minor",0.0768,"140.945","4-Apr",0.64,"Jazz"
"11993",59395,"The Bamboos","I Got Burned (feat. Tim Rogers)",31,0.0435,0.759,260853,0.738,8.87e-05,"A",0.23,-5.255,"Minor",0.051,"120.038","4-Apr",0.771,"Jazz"
"11994",81416,"Scott Hamilton","Maybe September",35,0.967,0.438,220667,0.0273,0.586,"A#",0.136,-22.294,"Minor",0.0426,"93.897","4-Apr",0.22,"Jazz"
"11995",62301,"Quincy Jones","Tomorrow (A Better You, Better Me)",39,0.673,0.529,286867,0.652,0.00235,"F",0.104,-6.107,"Major",0.0348,"82.236","4-Apr",0.398,"Jazz"
"11996",75512,"empty_field","Wave of Babies",38,7.18e-06,0.398,329824,0.995,0.699,"E",0.109,-3.018,"Minor",0.104,"169.93599999999998","4-Apr",0.171,"Jazz"
"11997",85057,"Thievery Corporation","Resolution",36,0.0161,0.557,286640,0.667,0.871,"E",0.219,-8.921,"Minor",0.0347,"105.001","4-Apr",0.467,"Jazz"
"11998",88236,"Damu The Fudgemunk","Same Beat - Instrumental",34,0.00477,0.758,231224,0.479,0.872,"A#",0.107,-6.791,"Minor",0.0868,"92.00299999999999","4-Apr",0.652,"Jazz"
"11999",53459,"Stan Getz","Wee (Allen's Alley)",32,0.405,0.416,507133,0.373,0.000349,"F",0.185,-15.911,"Minor",0.1,"173.176","4-Apr",0.636,"Jazz"
"12000",86412,"Bill Evans Trio","My Foolish Heart - Live",54,0.92,0.392,298000,0.13,0.501,"A",0.624,-23.293,"Major",0.0341,"115.285","4-Apr",0.125,"Jazz"
"12001",66116,"Nujabes","The Final View",47,0.00952,0.591,214947,0.857,0.674,"G",0.148,-3.487,"Major",0.075,"89.12899999999999","4-Apr",0.582,"Jazz"
"12002",29588,"GlobulDub","First Rays",53,0.439,0.714,170736,0.478,0.128,"E",0.0978,-7.933,"Minor",0.0379,"90.01","4-Apr",0.352,"Jazz"
"12003",52939,"Blockhead","Expiration Date",38,0.0813,0.632,341987,0.646,0.862,"A#",0.112,-10.572,"Minor",0.0269,"109.965","4-Apr",0.556,"Jazz"
"12004",80893,"Natureboy Flako","From the Shadows",39,0.0128,0.371,279429,0.579,0.905,"D",0.109,-11.447,"Major",0.0449,"140.006","4-Apr",0.0616,"Jazz"
"12005",67889,"Stan Getz","But Beautiful",45,0.972,0.386,280840,0.0521,0.0701,"E",0.0797,-21.753,"Major",0.0435,"73.259","4-Apr",0.351,"Jazz"
"12006",25450,"Chinese Man","The Journey - Lost Mix",49,0.26,0.717,195803,0.791,0.123,"E",0.226,-6.313,"Minor",0.0363,"102.027","4-Apr",0.37,"Jazz"
"12007",53085,"Gerry Mulligan","Jersey Bounce",48,0.861,0.597,268893,0.216,0.0126,"G",0.0727,-16.235,"Major",0.0676,"134.963","4-Apr",0.497,"Jazz"
"12008",83112,"Slave","Watching You",48,0.0409999999999999,0.802,281920,0.592,0,"G",0.242,-9.653,"Major",0.0661,"110.73299999999999","4-Apr",0.886,"Jazz"
"12009",32514,"empty_field","Fraccions",35,0.0103,0.654,296573,0.791,0.0003689999999999,"G",0.177,-6.141,"Minor",0.0378,"121.94200000000001","4-Apr",0.686,"Jazz"
"12010",39911,"Benny Sings","One of These Hearts",35,0.418,0.741,198720,0.317,0.166,"D",0.104,-11.314,"Minor",0.0413,"138.593","4-Apr",0.308,"Jazz"
"12011",71910,"Bonobo","If You Stayed Over",46,0.734,0.263,323773,0.321,0.805,"A",0.0971,-13.59,"Minor",0.0324,"85.001","4-Apr",0.147,"Jazz"
"12012",23556,"Funkadelic","Standing on the Verge of Getting It On",45,0.0582,0.747,307267,0.777,0,"G#",0.339,-7.374,"Major",0.123,"116.14200000000001","4-Apr",0.757,"Jazz"
"12013",33356,"Diana Krall","L-O-V-E",56,0.798,0.682,260987,0.204,0.000186,"A",0.0728,-13.294,"Minor",0.0411,"130.657","4-Apr",0.379,"Jazz"
"12014",80690,"Brian Simpson","When I Say Your Name (feat. Dave Koz)",31,0.161,0.71,-1,0.476,0.889,"A#",0.151,-11.011,"Minor",0.0272,"100.01799999999999","4-Apr",0.4,"Jazz"
"12015",90902,"Aretha Franklin","Don't Play That Song",49,0.563,0.513,182040,0.537,1.43e-06,"C",0.212,-9.563,"Major",0.042,"108.475","4-Apr",0.831,"Jazz"
"12016",29183,"Chet Baker","Broken Wing - Live",38,0.975,0.442,-1,0.31,0.772,"A#",0.734,-14.395,"Minor",0.0353,"135.766","3-Apr",0.248,"Jazz"
"12017",56844,"The Brecker Brothers","Some Skunk Funk",37,0.397,0.683,350507,0.869,0.787,"C",0.167,-3.398,"Major",0.119,"131.252","4-Apr",0.849,"Jazz"
"12018",78982,"Stan Getz","Vivo Sonhando",48,0.912,0.455,174147,0.162,0.0152,"G",0.141,-15.6,"Major",0.0516,"140.889","4-Apr",0.412,"Jazz"
"12019",91752,"Groove Armada","Purple Haze",43,0.0266,0.574,243933,0.749,1.32e-05,"F",0.197,-5.778,"Major",0.115,"174.208","4-Apr",0.582,"Jazz"
"12020",52753,"Richard Spaven","Show Me What You Got (feat. Jordan Rakei)",43,0.534,0.349,-1,0.385,0.139,"A#",0.112,-9.848,"Major",0.0365,"170.662","4-Apr",0.232,"Jazz"
"12021",68205,"Breakestra","Cramp Your Style",39,0.148,0.761,126000,0.845,0.0011099999999999,"C#",0.237,-7.016,"Major",0.0776,"110.69200000000001","4-Apr",0.781,"Jazz"
"12022",64796,"Dorothy Ashby","Nabu Corfa",43,0.935,0.631,230867,0.38,0.187,"A",0.12,-12.522,"Minor",0.035,"135.836","4-Apr",0.736,"Jazz"
"12023",20415,"Tony Vega","Esa Mujer",56,0.0602,0.54,-1,0.813,0,"A#",0.66,-5.148,"Minor",0.0457,"181.18599999999998","4-Apr",0.658,"Jazz"
"12024",22303,"J.J. Johnson","Blue Trombone",33,0.442,0.466,548240,0.395,0.00531,"F",0.278,-18.022,"Minor",0.0432,"118.5","4-Apr",0.664,"Jazz"
"12025",40306,"Ebo Taylor","Atwer Abroba",42,0.241,0.723,492340,0.883,0.301,"F",0.095,-6.595,"Minor",0.0645,"109.53399999999999","4-Apr",0.849,"Jazz"
"12026",33628,"Jamiroquai","Black Capricorn Day",47,0.224,0.695,341560,0.822,0.00146,"B",0.103,-6.928,"Minor",0.049,"93.037","4-Apr",0.851,"Jazz"
"12027",23436,"Bill Evans","B Minor Waltz (For Ellaine) - 2003 Remastered Version",49,0.913,0.364,194413,0.135,0.929,"B",0.119,-20.551,"Minor",0.0493,"87.686","3-Apr",0.0684,"Jazz"
"12028",89001,"Parov Stelar","Demon Dance",42,0.22,0.971,209966,0.832,0.0129,"A",0.341,-6.238,"Major",0.363,"120.009","4-Apr",0.786,"Jazz"
"12029",81511,"Brian Culbertson","That's Life",42,0.16,0.752,278200,0.672,0.893,"C",0.0822,-7.493,"Major",0.0298,"104.00299999999999","4-Apr",0.657,"Jazz"
"12030",20899,"Lee Ritenour","Is It You?",48,0.584,0.715,269653,0.384,0.00758,"A#",0.285,-16.362,"Major",0.0457,"82.365","4-Apr",0.818,"Jazz"
"12031",30692,"Karmawin","Mao",36,0.00533,0.578,160798,0.5,0.109,"D",0.0638,-9.705,"Major",0.0321,"171.63299999999998","4-Apr",0.22,"Jazz"
"12032",66925,"Eddie Palmieri","Muñeca",40,0.421,0.572,598869,0.627,0.0164,"C",0.0499,-9.377,"Major",0.0715,"90.928","4-Apr",0.714,"Jazz"
"12033",33078,"Angelo Badalamenti","The Pink Room",39,0.694,0.57,246240,0.361,0.947,"C#",0.11,-18.864,"Major",0.0258,"104.954","4-Apr",0.521,"Jazz"
"12034",65243,"Pink Martini","Hang on Little Tomato",51,0.946,0.519,196893,0.2,2.14e-06,"F",0.107,-10.973,"Major",0.0434,"92.89","4-Apr",0.537,"Jazz"
"12035",63550,"Soen","Opponent",49,0.000838,0.391,343906,0.895,0.13,"A",0.114,-7.221,"Minor",0.093,"180.03900000000002","4-Apr",0.165,"Jazz"
"12036",83203,"Ginger Baker's Air Force","Let Me Ride",32,0.0529,0.328,266453,0.321,0.256,"A",0.177,-15.501,"Minor",0.0338,"174.551","4-Apr",0.611,"Jazz"
"12037",32633,"Blossom Dearie","The Gentleman Is A Dope",33,0.913,0.576,256027,0.122,0,"A",0.113,-20.538,"Minor",0.0481,"148.996","4-Apr",0.482,"Jazz"
"12038",77296,"Dean Martin","Just In Time",35,0.643,0.537,133787,0.228,0,"G",0.159,-12.366,"Minor",0.0384,"?","4-Apr",0.546,"Jazz"
"12039",73640,"Benny Sings","Duplicate",38,0.708,0.91,208027,0.359,0.0139999999999999,"A#",0.0977,-11.131,"Major",0.0963,"98.03299999999999","4-Apr",0.798,"Jazz"
"12040",73377,"Boney James","Honestly",39,0.427,0.693,265427,0.38,0.0004059999999999,"G",0.207,-8.16,"Major",0.0317,"116.944","4-Apr",0.301,"Jazz"
"12041",64870,"digitalluc","Ghettos Worldwide",54,0.153,0.607,-1,0.672,0.0533,"D",0.289,-7.732,"Minor",0.102,"87.999","4-Apr",0.248,"Jazz"
"12042",74376,"empty_field","Tourniquet",38,0.045,0.404,359305,0.565,0.876,"E",0.115,-11.412,"Minor",0.0394,"163.024","4-Apr",0.0793,"Jazz"
"12043",20470,"Tricky","Makes Me Wanna Die",40,0.546,0.694,241116,0.52,4.74e-05,"B",0.341,-10.842,"Major",0.0894,"82.51299999999999","4-Apr",0.512,"Jazz"
"12044",42366,"Julie London","Spring Will Be A Little Late This Year",53,0.98,0.31,181880,0.123,0.114,"G",0.18,-18.245,"Major",0.0343,"79.494","4-Apr",0.0874,"Jazz"
"12045",55598,"Nujabes","sea of cloud",42,0.832,0.612,181773,0.653,0.949,"D",0.126,-12.103,"Major",0.0421,"103.55","4-Apr",0.827,"Jazz"
"12046",77423,"Norah Jones","Something Is Calling You",32,0.916,0.7,205720,0.107,0.198,"C",0.11,-21.424,"Major",0.0336,"116.902","1-Apr",0.346,"Jazz"
"12047",45944,"Norah Jones","Flipside",51,0.486,0.623,221293,0.532,0.0775,"G#",0.138,-9.6,"Major",0.0334,"132.928","4-Apr",0.379,"Jazz"
"12048",45327,"Fred Hersch Trio","Infant Eyes",66,0.898,0.429,457268,0.118,0.569,"A#",0.298,-19.942,"Minor",0.039,"112.86399999999999","3-Apr",0.172,"Jazz"
"12049",25617,"Anita Baker","Giving You the Best That I Got - Single Version",52,0.765,0.637,233973,0.542,0,"A",0.302,-8.173,"Major",0.0356,"105.322","4-Apr",0.38,"Jazz"
"12050",46859,"Plini","Heart",41,0.223,0.638,219124,0.665,0.816,"G",0.16,-10.923,"Major",0.0774,"95.02600000000001","4-Apr",0.625,"Jazz"
"12051",21627,"B.B. King","You Upset Me, Baby",39,0.942,0.699,184200,0.61,0.00164,"C",0.293,-4.036,"Minor",0.131,"116.446","4-Apr",0.68,"Jazz"
"12052",47044,"Steve Tibbetts","Bloodwork",39,0.98,0.326,99400,0.0945,0.87,"C",0.366,-26.768,"Major",0.046,"99.26899999999999","3-Apr",0.291,"Jazz"
"12053",22985,"Meshuggah","Clockworks",46,2.01e-06,0.228,435040,0.98,0.833,"C#",0.289,-5.313,"Major",0.11,"?","1-Apr",0.364,"Jazz"
"12054",65094,"Grover Washington, Jr.","Make Me A Memory",32,0.736,0.785,-1,0.301,0.127,"C",0.123,-14.561,"Minor",0.0552,"122.98","4-Apr",0.461,"Jazz"
"12055",78952,"Deca","The First Emanation",30,0.276,0.615,-1,0.871,0.00271,"G",0.129,-6.321,"Major",0.279,"151.898","4-Apr",0.554,"Jazz"
"12056",78263,"Art Porter","Inside Myself",31,0.0333,0.523,337360,0.627,0.67,"G#",0.204,-9.836,"Major",0.0522,"169.97299999999998","4-Apr",0.59,"Jazz"
"12057",81057,"empty_field","I'll See You In My Dreams",46,0.76,0.692,233560,0.313,0.0968,"C",0.0921,-12.257,"Major",0.0474,"94.99700000000001","3-Apr",0.513,"Jazz"
"12058",44432,"Dizzy Gillespie","Night in Tunisia",33,0.909,0.651,188080,0.292,0.15,"A#",0.0942,-12.705,"Major",0.0474,"89.398","4-Apr",0.757,"Jazz"
